Local Time,Label (Target),Attention,Meditation,Alpha,Beta,Theta,Delta,Gamma,Head Pose,Gaze,Emotion
11:03:24 24/5/2026,Tập trung,77,54,64589,160547,67626,88134,40284,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:25 24/5/2026,Tập trung,89,40,70458,246672,33483,91048,30329,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:29 24/5/2026,Tập trung,81,50,96600,234072,42478,69523,42819,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:30 24/5/2026,Tập trung,96,46,81367,254281,25094,74497,32688,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:31 24/5/2026,Tập trung,90,41,91287,205690,36048,50557,40253,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:03:32 24/5/2026,Tập trung,85,52,62157,160304,34245,87124,38668,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:34 24/5/2026,Tập trung,93,42,102576,206620,51838,125809,19337,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:35 24/5/2026,Tập trung,98,58,83099,126953,72793,122942,30862,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:36 24/5/2026,Tập trung,94,59,80498,215810,41386,148878,30054,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:37 24/5/2026,Tập trung,98,45,103568,201950,36414,101012,31587,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:38 24/5/2026,Tập trung,82,45,101831,146194,45529,68734,27586,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:39 24/5/2026,Tập trung,87,45,75664,247191,74401,120832,23359,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:40 24/5/2026,Tập trung,85,60,96146,130020,25484,144038,26114,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:41 24/5/2026,Tập trung,81,46,89229,179338,59097,52175,18533,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:42 24/5/2026,Tập trung,75,57,71842,191812,42684,94530,26057,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:43 24/5/2026,Tập trung,84,44,99368,186142,25085,93347,35582,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:44 24/5/2026,Tập trung,92,52,68043,140266,76324,63102,35519,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:03:45 24/5/2026,Sao nhãng,87,53,102808,257039,64779,131543,36713,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:46 24/5/2026,Tập trung,78,60,77096,290977,28236,59617,36859,Quay trái,Liếc phải,Vui vẻ
11:03:47 24/5/2026,Tập trung,79,59,79660,154480,43584,144758,44158,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:48 24/5/2026,Sao nhãng,83,40,99379,209604,48575,71946,16946,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:49 24/5/2026,Tập trung,83,41,79305,178769,59829,141636,43953,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:50 24/5/2026,Tập trung,98,41,90062,159838,70875,120688,32252,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:51 24/5/2026,Tập trung,85,43,59720,190194,63633,115980,30525,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:52 24/5/2026,Tập trung,83,56,110142,138756,60435,122023,30913,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:03:53 24/5/2026,Tập trung,86,43,108779,246887,27022,94035,36841,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:54 24/5/2026,Tập trung,83,41,79001,209191,49687,77596,32771,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:03:55 24/5/2026,Tập trung,89,55,100102,105166,42208,103648,42079,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:56 24/5/2026,Tập trung,84,57,74413,267863,50310,110777,37952,Quay phải,Liếc xuống,Bình thường
11:03:57 24/5/2026,Tập trung,80,44,55959,265234,67587,68239,27655,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:03:58 24/5/2026,Tập trung,89,45,74256,113105,69198,101319,40043,Nhìn thẳng,Nhìn thẳng,Bình thường
11:03:59 24/5/2026,Tập trung,76,54,98173,247799,38372,75898,38363,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:00 24/5/2026,Tập trung,96,47,82222,174632,73567,83310,31937,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:01 24/5/2026,Tập trung,81,44,76051,268872,71900,112890,38098,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:02 24/5/2026,Tập trung,92,48,102466,175152,40618,51197,21025,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:03 24/5/2026,Tập trung,85,57,73917,235984,37999,145878,27425,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:04 24/5/2026,Tập trung,97,45,76714,256431,57003,124033,29678,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:05 24/5/2026,Tập trung,92,49,68083,244561,78398,84316,31397,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:06 24/5/2026,Tập trung,93,44,92800,196247,31327,67878,33442,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:07 24/5/2026,Tập trung,78,50,89768,212895,39149,93574,27991,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:08 24/5/2026,Tập trung,84,50,86262,263572,65779,97983,26798,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:04:09 24/5/2026,Sao nhãng,86,47,80202,187146,55562,66131,47895,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:10 24/5/2026,Tập trung,80,59,89462,218221,20461,101234,40350,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:11 24/5/2026,Tập trung,98,41,53491,197258,35596,82290,38452,Quay trái,Liếc trái,Bình thường
11:04:12 24/5/2026,Tập trung,96,47,85417,222845,28968,101207,33511,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:13 24/5/2026,Tập trung,97,47,86172,187891,59348,75956,31118,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:14 24/5/2026,Tập trung,84,57,65781,174844,42323,95310,32172,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:15 24/5/2026,Tập trung,89,56,74903,197860,70902,137612,25754,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:16 24/5/2026,Tập trung,97,42,48773,189869,79071,50638,34301,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:17 24/5/2026,Tập trung,84,59,104070,167615,66422,75023,37514,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:18 24/5/2026,Sao nhãng,83,55,79548,285737,24904,73766,22408,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:20 24/5/2026,Tập trung,83,46,101221,234889,33665,75620,24842,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:21 24/5/2026,Tập trung,96,40,59199,249328,29799,109651,42557,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:22 24/5/2026,Tập trung,86,55,90407,253710,37873,108664,41552,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:23 24/5/2026,Tập trung,96,52,69735,205663,39712,52146,24017,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:24 24/5/2026,Tập trung,92,55,78079,199844,37504,107487,20029,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:25 24/5/2026,Tập trung,98,47,89319,222990,61595,116637,34159,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:26 24/5/2026,Tập trung,87,48,67665,242759,48917,136572,34961,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:27 24/5/2026,Tập trung,85,43,66025,208191,20135,143739,39493,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:28 24/5/2026,Tập trung,94,46,97929,166296,27496,106495,35309,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:29 24/5/2026,Tập trung,97,45,103448,203542,42851,120050,24840,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:30 24/5/2026,Tập trung,98,49,54734,200753,77836,130927,35382,Ngẩng lên,Liếc trái,Vui vẻ
11:04:31 24/5/2026,Tập trung,88,40,84586,216588,20598,147794,29739,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:32 24/5/2026,Tập trung,78,43,56239,237716,21998,122473,24268,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:33 24/5/2026,Tập trung,96,58,59820,206721,75015,66976,46048,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:04:34 24/5/2026,Tập trung,75,59,47003,115908,41286,82202,31541,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:35 24/5/2026,Tập trung,80,57,60758,169495,79459,104829,38205,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:04:36 24/5/2026,Tập trung,92,52,76521,198470,46720,100112,34278,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:37 24/5/2026,Tập trung,92,56,87855,210125,70268,122628,24962,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:38 24/5/2026,Tập trung,91,47,102217,169464,65840,129631,24868,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:39 24/5/2026,Sao nhãng,85,47,70269,251281,75102,54149,26652,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:40 24/5/2026,Tập trung,76,50,94241,191997,27088,60422,40541,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:41 24/5/2026,Tập trung,93,49,52315,200097,71845,78881,29231,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:42 24/5/2026,Tập trung,86,46,104832,218488,61524,116506,31132,Cúi xuống,Liếc lên,Bình thường
11:04:43 24/5/2026,Tập trung,85,60,93362,194973,34027,87879,26735,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:44 24/5/2026,Sao nhãng,86,48,84968,160043,44155,100586,31090,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:45 24/5/2026,Tập trung,77,54,71476,240450,24867,135349,30375,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:46 24/5/2026,Tập trung,85,57,55083,185368,20121,96853,41888,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:47 24/5/2026,Tập trung,98,52,77770,245421,66683,85018,30001,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:48 24/5/2026,Tập trung,80,43,104065,222705,47621,112902,39295,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:49 24/5/2026,Tập trung,87,51,86405,217068,53549,95865,45435,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:50 24/5/2026,Tập trung,83,59,87887,231832,24380,140045,37670,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:51 24/5/2026,Tập trung,84,43,92188,183339,61508,52035,35411,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:52 24/5/2026,Tập trung,77,43,82469,221807,71001,68467,20139,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:04:53 24/5/2026,Tập trung,89,40,87620,208663,59484,136482,37835,Cúi xuống,Liếc lên,Bình thường
11:04:54 24/5/2026,Tập trung,82,41,70282,196719,49727,57235,35045,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:55 24/5/2026,Tập trung,98,60,95417,202450,39499,147514,32116,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:56 24/5/2026,Tập trung,89,51,107594,244203,53001,123482,35323,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:57 24/5/2026,Tập trung,93,44,53351,219686,44206,68061,35051,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:58 24/5/2026,Tập trung,76,45,82695,141889,55793,108228,17808,Nhìn thẳng,Nhìn thẳng,Bình thường
11:04:59 24/5/2026,Tập trung,81,43,76351,197460,63308,107899,26049,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:00 24/5/2026,Tập trung,84,60,93654,224297,59948,88133,28689,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:02 24/5/2026,Tập trung,75,49,79904,215248,73496,81076,20832,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:03 24/5/2026,Tập trung,81,45,95847,135914,29751,72848,27484,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:04 24/5/2026,Tập trung,95,41,70160,234179,74213,90278,36830,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:05:05 24/5/2026,Tập trung,91,60,70981,130920,65133,101679,40559,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:06 24/5/2026,Tập trung,88,55,83501,143515,48109,98351,41575,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:07 24/5/2026,Tập trung,84,52,66652,154247,29900,64289,18272,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:08 24/5/2026,Tập trung,77,40,96336,256494,77517,77119,43068,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:09 24/5/2026,Tập trung,85,57,71441,240583,51180,53810,33791,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:10 24/5/2026,Tập trung,85,46,61251,253564,53043,97166,26618,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:11 24/5/2026,Tập trung,97,45,119537,220634,27786,144182,42494,Quay phải,Liếc lên,Khó chịu
11:05:12 24/5/2026,Tập trung,75,40,81026,262197,42555,86116,44145,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:13 24/5/2026,Tập trung,84,50,69094,207909,46565,138758,40159,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:14 24/5/2026,Tập trung,87,59,54928,137411,43869,130156,35502,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:15 24/5/2026,Tập trung,90,59,75335,167122,53549,90241,38817,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:16 24/5/2026,Tập trung,96,50,89519,173544,58007,76330,30988,Quay phải,Liếc trái,Bình thường
11:05:17 24/5/2026,Tập trung,91,59,77401,212230,44812,72926,28425,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:05:18 24/5/2026,Tập trung,77,53,78701,270066,31959,95042,32804,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:19 24/5/2026,Tập trung,91,47,111832,233122,25085,84791,38885,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:20 24/5/2026,Tập trung,78,56,66429,188189,24443,66680,39156,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:21 24/5/2026,Tập trung,95,59,108163,163864,48447,137183,26603,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:22 24/5/2026,Tập trung,84,45,78882,152539,58239,130637,37246,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:23 24/5/2026,Tập trung,91,49,65739,171251,58446,143750,33037,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:24 24/5/2026,Tập trung,90,58,79400,168976,51326,86923,35684,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:25 24/5/2026,Tập trung,92,51,76395,281994,67984,66214,34862,Quay trái,Liếc xuống,Bình thường
11:05:26 24/5/2026,Tập trung,77,50,94888,202713,63691,136116,30592,Quay trái,Liếc lên,Bình thường
11:05:27 24/5/2026,Tập trung,92,40,79439,145713,38544,138029,28414,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:05:28 24/5/2026,Tập trung,87,55,78085,242859,61023,50665,32437,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:05:53 24/5/2026,Tập trung,87,58,95937,231339,61022,77179,32298,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:54 24/5/2026,Tập trung,86,48,107221,231842,48686,77483,37867,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:55 24/5/2026,Tập trung,90,47,80019,188967,59181,84226,27021,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:56 24/5/2026,Sao nhãng,85,49,77404,149021,60795,99319,36691,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:05:57 24/5/2026,Tập trung,88,43,107057,271570,24975,107983,43947,Cúi xuống,Liếc xuống,Bình thường
11:05:58 24/5/2026,Tập trung,95,41,85609,191820,63870,102534,33331,Nhìn thẳng,Nhìn thẳng,Bình thường
11:05:59 24/5/2026,Tập trung,94,55,86454,280309,71848,149372,29638,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:00 24/5/2026,Tập trung,91,54,90833,209263,49528,108687,36036,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:01 24/5/2026,Tập trung,88,52,60705,172490,50001,114794,41145,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:02 24/5/2026,Tập trung,90,51,90764,260535,37163,135723,33591,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:03 24/5/2026,Tập trung,91,43,73097,212400,68263,130497,21278,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:04 24/5/2026,Tập trung,76,58,75364,195439,63380,56585,32893,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:05 24/5/2026,Tập trung,85,57,102124,220581,36531,108977,30505,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:06 24/5/2026,Tập trung,82,60,81460,186444,25628,56059,30338,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:07 24/5/2026,Tập trung,87,59,90792,232814,58865,145959,24452,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:08 24/5/2026,Tập trung,82,55,88365,237666,46249,65419,33607,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:09 24/5/2026,Tập trung,83,54,71674,259211,36244,62189,37586,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:10 24/5/2026,Tập trung,96,59,57915,232475,51785,64770,28479,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:11 24/5/2026,Tập trung,85,51,69060,273629,58167,81281,43318,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:12 24/5/2026,Tập trung,95,45,82752,193779,31261,92036,39874,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:13 24/5/2026,Tập trung,91,52,66164,271920,39561,56961,29457,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:06:14 24/5/2026,Tập trung,79,49,64367,167806,51235,124416,32136,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:15 24/5/2026,Tập trung,85,54,87818,207586,70980,117161,41692,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:16 24/5/2026,Tập trung,93,52,78763,189253,42447,55180,25565,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:17 24/5/2026,Tập trung,93,55,87171,260394,65756,136741,24531,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:18 24/5/2026,Tập trung,82,58,72531,253890,63798,95312,34874,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:19 24/5/2026,Tập trung,76,47,84008,227516,74944,133269,29865,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:20 24/5/2026,Tập trung,80,58,85489,176889,35266,69755,41612,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:21 24/5/2026,Tập trung,76,48,83518,203426,22101,73032,49791,Ngẩng lên,Liếc xuống,Bình thường
11:06:22 24/5/2026,Tập trung,80,47,88974,219616,37863,81420,30496,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:06:23 24/5/2026,Tập trung,95,52,93202,265295,60653,147538,35629,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:24 24/5/2026,Tập trung,97,41,53922,265888,26963,56498,29693,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:25 24/5/2026,Tập trung,98,46,66558,223060,31043,77898,34016,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:26 24/5/2026,Tập trung,81,40,84660,131387,35429,60151,35929,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:27 24/5/2026,Tập trung,93,42,62335,171371,63124,90044,30936,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:29 24/5/2026,Tập trung,87,60,64696,232982,73155,74468,25173,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:30 24/5/2026,Tập trung,96,48,90562,164294,24776,134193,41578,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:31 24/5/2026,Tập trung,88,45,87375,212127,79740,70131,30359,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:32 24/5/2026,Tập trung,97,40,91964,118708,39953,130663,32942,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:33 24/5/2026,Tập trung,97,58,60793,190064,29861,71691,44332,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:06:34 24/5/2026,Tập trung,83,41,77220,179524,52374,132897,39126,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:06:35 24/5/2026,Tập trung,82,49,58244,180817,34635,66992,33786,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:36 24/5/2026,Tập trung,76,44,67051,126485,60528,124000,43185,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:37 24/5/2026,Tập trung,81,43,49042,175047,73587,88656,32503,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:38 24/5/2026,Tập trung,83,52,101250,216578,64709,133524,31960,Ngẩng lên,Liếc phải,Bình thường
11:06:39 24/5/2026,Tập trung,90,57,76687,233554,67610,57400,45113,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:40 24/5/2026,Tập trung,78,41,106866,236089,79241,53838,46863,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:41 24/5/2026,Tập trung,86,42,117888,180088,61061,127297,21512,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:42 24/5/2026,Tập trung,77,46,89358,188811,67465,78106,30815,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:43 24/5/2026,Tập trung,79,47,71936,251327,62103,131955,35742,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:44 24/5/2026,Tập trung,93,54,95060,190764,27012,140027,33477,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:45 24/5/2026,Tập trung,97,43,78471,211728,49399,102544,33284,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:46 24/5/2026,Tập trung,76,50,86579,179484,68201,133918,42103,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:06:47 24/5/2026,Tập trung,80,51,101744,253812,69671,114919,26634,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:48 24/5/2026,Tập trung,84,40,100758,235692,23058,78505,27092,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:49 24/5/2026,Tập trung,95,51,65042,192143,44434,75883,22168,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:50 24/5/2026,Tập trung,95,41,77437,236001,63351,87855,26421,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:51 24/5/2026,Tập trung,88,49,111938,146473,23183,94482,41178,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:52 24/5/2026,Tập trung,98,49,91521,151547,28437,94774,28254,Quay phải,Liếc trái,Vui vẻ
11:06:53 24/5/2026,Tập trung,76,55,74199,215330,29228,68396,46819,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:06:54 24/5/2026,Tập trung,98,44,71517,249118,58741,85842,33420,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:55 24/5/2026,Tập trung,85,45,101236,117513,28240,100575,35420,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:56 24/5/2026,Tập trung,77,55,76976,258670,23577,59956,28018,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:57 24/5/2026,Tập trung,79,59,86012,187684,30605,133351,32123,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:58 24/5/2026,Tập trung,96,59,85288,247194,52052,146680,22095,Nhìn thẳng,Nhìn thẳng,Bình thường
11:06:59 24/5/2026,Tập trung,86,51,98852,205910,23043,50736,19439,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:00 24/5/2026,Tập trung,91,40,104591,217918,58251,129444,22525,Ngẩng lên,Liếc lên,Bình thường
11:07:01 24/5/2026,Sao nhãng,80,52,91650,110127,76235,59275,26134,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:02 24/5/2026,Tập trung,87,55,106790,115536,77672,91784,39112,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:03 24/5/2026,Tập trung,91,57,62128,196010,72103,54023,18106,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:04 24/5/2026,Tập trung,81,44,88995,176293,66871,141349,36489,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:05 24/5/2026,Tập trung,96,50,89713,155784,78812,60880,32953,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:07:06 24/5/2026,Tập trung,83,48,79552,251822,63979,146012,17097,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:07 24/5/2026,Tập trung,94,46,64844,164963,66118,87456,30390,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:08 24/5/2026,Tập trung,85,42,70947,206284,47747,112538,30914,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:09 24/5/2026,Tập trung,84,58,65540,165428,62596,70437,19750,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:10 24/5/2026,Tập trung,86,45,105967,175669,51157,97885,21308,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:11 24/5/2026,Tập trung,75,50,63835,210789,56589,136015,27357,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:07:12 24/5/2026,Tập trung,82,42,89183,126492,37385,63116,35500,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:14 24/5/2026,Tập trung,77,57,56592,220295,26397,142342,45858,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:15 24/5/2026,Tập trung,97,43,74440,213719,56141,77010,30292,Quay phải,Liếc lên,Bình thường
11:07:16 24/5/2026,Tập trung,85,43,75845,139403,61877,100581,24655,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:07:17 24/5/2026,Tập trung,89,48,56492,253843,28419,125870,27195,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:18 24/5/2026,Tập trung,87,56,118066,185800,47212,96503,37479,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:19 24/5/2026,Tập trung,89,41,45268,241775,47170,138989,37746,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:20 24/5/2026,Tập trung,90,41,58296,226176,44601,148060,28352,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:21 24/5/2026,Tập trung,79,57,70528,146752,30373,55457,31438,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:22 24/5/2026,Tập trung,96,44,79946,125733,60766,127394,26813,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:23 24/5/2026,Tập trung,98,49,81182,215685,24121,131185,35496,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:24 24/5/2026,Tập trung,82,52,71532,187649,26945,53601,37345,Cúi xuống,Liếc xuống,Bình thường
11:07:25 24/5/2026,Tập trung,88,60,90059,127853,52997,84190,32632,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:26 24/5/2026,Tập trung,93,40,55990,253792,32636,147350,43759,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:27 24/5/2026,Tập trung,90,43,63544,147369,51244,51390,39778,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:28 24/5/2026,Tập trung,86,51,81800,183803,56116,61698,38730,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:29 24/5/2026,Tập trung,79,59,52621,126639,75658,70315,30122,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:30 24/5/2026,Tập trung,92,55,81410,160925,39332,147899,40728,Quay trái,Liếc phải,Vui vẻ
11:07:31 24/5/2026,Tập trung,96,58,86913,168173,71667,64112,30048,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:32 24/5/2026,Tập trung,98,45,86194,171869,78534,125058,23579,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:07:33 24/5/2026,Tập trung,84,40,90620,231178,24296,119448,42599,Nhìn thẳng,Nhìn thẳng,Bình thường
